NLC,TLC,Station Name,Region,Local Authority,Constituency,OS Grid Easting,OS Grid Northing,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,SRS Code,SRS Description,NR Route,CRP Line Designation,Entries & Exits_Full,Entries & Exits_Reduced,Entries & Exits_Season,1718 Entries & Exits,1617 Entries & Exits,1718 Interchanges,1718 Entries & Exits - GB rank,1617 Entries & Exits - GB rank,Large station change flag,Small station change flag,% Change,Explanation of large change 1718,Source for explanation of large change 1718
5392,WDO,Waddon,London,Croydon (London),Croydon South,531155,164830,Govia Thameslink Railway,,,London Travelcard Area Station,B.07,South Central Inner Suburban,South East,," 	179,598 "," 	186,240 "," 	236,466 "," 	602,304 "," 	627,060 ",, 	790 , 	768 ,0,0,-3.9%,,
5394,WLT,Wallington,London,Sutton (London),Carshalton and Wallington,528843,163991,Govia Thameslink Railway,,,London Travelcard Area Station,B.07,South Central Inner Suburban,South East,," 	509,030 "," 	639,678 "," 	629,132 "," 	1,777,840 "," 	1,866,850 ",, 	332 , 	310 ,0,0,-4.8%,,
5395,WSW,Wandsworth Common,London,Wandsworth (London),Tooting,527730,173510,Govia Thameslink Railway,,,London Travelcard Area Station,B.01,Victoria - Windmill Bridge Jcn,South East,," 	422,384 "," 	488,258 "," 	563,158 "," 	1,473,800 "," 	1,472,394 ",, 	389 , 	390 ,0,0,0.1%,,
5397,ANZ,Anerley,London,Bromley (London),Lewisham West and Penge,534605,169900,London Overground,,,London Travelcard Area Station,B.03,London Bridge - Windmill Bridge Jcn,South East,," 	285,874 "," 	397,044 "," 	311,348 "," 	994,266 "," 	973,012 ",, 	562 , 	563 ,0,0,2.2%,,
5399,BAL,Balham,London,Wandsworth (London),Battersea,528500,173200,Govia Thameslink Railway,,,London Travelcard Area Station,B.01,Victoria - Windmill Bridge Jcn,South East,," 	1,767,804 "," 	2,695,906 "," 	3,999,568 "," 	8,463,278 "," 	8,750,756 "," 	393,100 ", 	54 , 	48 ,0,0,-3.3%,,
5401,BIK,Birkbeck,London,Bromley (London),Lewisham West and Penge,535335,169000,Govia Thameslink Railway,,,London Travelcard Area Station,B.07,South Central Inner Suburban,South East,," 	33,288 "," 	31,554 "," 	43,330 "," 	108,172 "," 	82,662 ",," 	1,689 "," 	1,794 ",1,0,30.9%,Last year's figures affected by Southern industrial action and timetable changes,https://www.rmt.org.uk/news/new-southern-strike-dates-announced/
5404,BCY,Brockley,London,Lewisham (London),"Lewisham, Deptford",536420,175790,London Overground,,,London Travelcard Area Station,B.03,London Bridge - Windmill Bridge Jcn,South East,," 	1,097,124 "," 	1,807,816 "," 	1,383,890 "," 	4,288,830 "," 	4,450,652 ",, 	118 , 	111 ,0,0,-3.6%,,
5405,CSH,Carshalton,London,Sutton (London),Carshalton and Wallington,527739,164861,Govia Thameslink Railway,,,London Travelcard Area Station,B.07,South Central Inner Suburban,South East,," 	405,202 "," 	410,606 "," 	485,164 "," 	1,300,972 "," 	1,296,178 ",, 	440 , 	438 ,0,0,0.4%,,
5406,CSB,Carshalton Beeches,London,Sutton (London),Carshalton and Wallington,527531,163627,Govia Thameslink Railway,,,London Travelcard Area Station,B.07,South Central Inner Suburban,South East,," 	282,950 "," 	314,808 "," 	243,052 "," 	840,810 "," 	861,202 ",, 	639 , 	617 ,0,0,-2.4%,,
5408,CDS,Coulsdon South,London,Croydon (London),Croydon South,529870,159060,Govia Thameslink Railway,,,London Travelcard Area Station,B.02,Windmill Bridge Jcn - Brighton,South East,," 	404,852 "," 	410,044 "," 	605,260 "," 	1,420,156 "," 	1,271,416 ",, 	401 , 	446 ,1,0,11.7%,Last year's figures affected by Southern industrial action and timetable changes,https://www.rmt.org.uk/news/new-southern-strike-dates-announced/
5410,SCY,South Croydon,London,Croydon (London),Croydon Central,532830,164380,Govia Thameslink Railway,,,London Travelcard Area Station,B.02,Windmill Bridge Jcn - Brighton,South East,," 	358,470 "," 	281,030 "," 	468,406 "," 	1,107,906 "," 	1,131,534 ",, 	511 , 	505 ,0,0,-2.1%,,
5411,WCY,West Croydon,London,Croydon (London),Croydon North,532150,166083,London Overground,CROYDON BR,,London Travelcard Area Station,B.07,South Central Inner Suburban,South East,," 	1,324,204 "," 	2,182,088 "," 	1,865,606 "," 	5,371,898 "," 	5,532,442 "," 	587,119 ", 	90 , 	87 ,0,0,-2.9%,,
5418,HPA,Honor Oak Park,London,Lewisham (London),"Lewisham, Deptford",535910,174145,London Overground,,,London Travelcard Area Station,B.03,London Bridge - Windmill Bridge Jcn,South East,," 	892,068 "," 	1,242,934 "," 	913,412 "," 	3,048,414 "," 	3,071,278 ",, 	181 , 	178 ,0,0,-0.7%,,
5419,KLY,Kenley,London,Croydon (London),Croydon South,532420,160120,Govia Thameslink Railway,,,London Travelcard Area Station,B.11,Tattenham Corner and Caterham Lines,South East,," 	117,992 "," 	116,488 "," 	177,360 "," 	411,840 "," 	417,560 ",," 	1,000 ", 	979 ,0,0,-1.4%,,
5420,BAK,Battersea Park,London,Wandsworth (London),Battersea,528745,176960,Govia Thameslink Railway,,,London Travelcard Area Station,B.01,Victoria - Windmill Bridge Jcn,South East,," 	416,094 "," 	556,052 "," 	830,428 "," 	1,802,574 "," 	1,782,560 "," 	3,146 ", 	327 , 	335 ,0,0,1.1%,,
5421,DMK,Denmark Hill,London,Southwark (London),Camberwell and Peckham,532810,176090,Govia Thameslink Railway,,,London Travelcard Area Station,A.01,Victoria Lines,South East,," 	2,028,816 "," 	2,386,208 "," 	2,728,664 "," 	7,143,688 "," 	7,187,152 "," 	664,581 ", 	69 , 	68 ,0,0,-0.6%,,
5423,PMR,Peckham Rye,London,Southwark (London),Camberwell and Peckham,534190,176330,Govia Thameslink Railway,,,London Travelcard Area Station,A.01,Victoria Lines,South East,," 	1,771,886 "," 	2,836,650 "," 	2,724,916 "," 	7,333,452 "," 	7,464,200 "," 	2,557,422 ", 	68 , 	64 ,0,0,-1.8%,,
5424,QRP,Queen's Road Peckham,London,Southwark (London),Camberwell and Peckham,535020,176745,Govia Thameslink Railway,,,London Travelcard Area Station,B.07,South Central Inner Suburban,South East,," 	711,816 "," 	1,126,002 "," 	1,190,052 "," 	3,027,870 "," 	2,824,384 ",, 	183 , 	202 ,0,0,7.2%,,
5425,SBM,South Bermondsey,London,Southwark (London),Camberwell and Peckham,535160,178370,Govia Thameslink Railway,,,London Travelcard Area Station,B.07,South Central Inner Suburban,South East,," 	140,260 "," 	237,148 "," 	280,474 "," 	657,882 "," 	626,580 ",, 	753 , 	769 ,0,0,5.0%,,
5426,VIC,Victoria,London,City of Westminster (London),Cities of London and Westminster,528900,179000,Network Rail,LONDON BR,,London Travelcard Area Station,A.01,Victoria Lines,South East,," 	17,617,472 "," 	28,915,428 "," 	28,422,432 "," 	74,955,332 "," 	75,889,396 "," 	6,126,428 ", 	2 , 	2 ,0,0,-1.2%,,
5427,MIJ,Mitcham Junction,London,Merton (London),Mitcham and Morden,528270,167600,Govia Thameslink Railway,,,London Travelcard Area Station,B.07,South Central Inner Suburban,South East,," 	125,302 "," 	139,240 "," 	211,482 "," 	476,024 "," 	483,212 "," 	3,265 ", 	914 , 	902 ,0,0,-1.5%,,
5428,NRB,Norbury,London,Croydon (London),Croydon North,530710,169720,Govia Thameslink Railway,,,London Travelcard Area Station,B.01,Victoria - Windmill Bridge Jcn,South East,," 	626,990 "," 	992,980 "," 	1,780,772 "," 	3,400,742 "," 	3,483,382 ",, 	156 , 	152 ,0,0,-2.4%,,
5429,NDL,North Dulwich,London,Southwark (London),Camberwell and Peckham,532950,174570,Govia Thameslink Railway,,,London Travelcard Area Station,B.07,South Central Inner Suburban,South East,," 	220,678 "," 	231,710 "," 	228,146 "," 	680,534 "," 	622,984 ",, 	733 , 	771 ,0,0,9.2%,,
5430,PUO,Purley Oaks,London,Croydon (London),Croydon South,532500,162600,Govia Thameslink Railway,,,London Travelcard Area Station,B.02,Windmill Bridge Jcn - Brighton,South East,," 	178,794 "," 	166,076 "," 	241,668 "," 	586,538 "," 	609,358 ",, 	802 , 	778 ,0,0,-3.7%,,
5431,RHM,Reedham (Greater London),London,Croydon (London),Croydon South,530835,160785,Govia Thameslink Railway,,,London Travelcard Area Station,B.11,Tattenham Corner and Caterham Lines,South East,," 	55,870 "," 	49,334 "," 	110,946 "," 	216,150 "," 	222,110 ",," 	1,356 "," 	1,331 ",0,0,-2.7%,,
5432,RDD,Riddlesdown,London,Croydon (London),Croydon South,532505,160980,Govia Thameslink Railway,,,London Travelcard Area Station,B.12,East Grinstead Line,South East,," 	93,322 "," 	105,782 "," 	158,418 "," 	357,522 "," 	338,292 ",," 	1,072 "," 	1,103 ",0,0,5.7%,,
5433,SNR,Sanderstead,London,Croydon (London),Croydon South,532857,162747,Govia Thameslink Railway,,,London Travelcard Area Station,B.12,East Grinstead Line,South East,," 	259,010 "," 	379,418 "," 	468,796 "," 	1,107,224 "," 	1,008,716 ",, 	512 , 	548 ,0,0,9.8%,,
5434,SRS,Selhurst,London,Croydon (London),Croydon North,533105,167610,Govia Thameslink Railway,,,London Travelcard Area Station,B.01,Victoria - Windmill Bridge Jcn,South East,," 	346,426 "," 	545,038 "," 	664,114 "," 	1,555,578 "," 	1,534,554 ", 	750 , 	374 , 	375 ,0,0,1.4%,,
5435,SRH,Streatham Hill,London,Lambeth (London),Streatham,530270,172685,Govia Thameslink Railway,,,London Travelcard Area Station,B.07,South Central Inner Suburban,South East,," 	513,652 "," 	742,088 "," 	896,974 "," 	2,152,714 "," 	2,223,836 ",, 	276 , 	264 ,0,0,-3.2%,,
5436,SUC,Sutton Common,London,Sutton (London),Sutton and Cheam,525635,165525,Govia Thameslink Railway,,,London Travelcard Area Station,B.08,South Central Sutton Lines,South East,," 	110,762 "," 	82,268 "," 	147,464 "," 	340,494 "," 	316,454 ",," 	1,097 "," 	1,141 ",0,0,7.6%,,
5437,SYD,Sydenham,London,Lewisham (London),Lewisham West and Penge,535370,171600,London Overground,,,London Travelcard Area Station,B.03,London Bridge - Windmill Bridge Jcn,South East,," 	1,045,636 "," 	1,510,614 "," 	1,592,104 "," 	4,148,354 "," 	4,282,154 ",, 	124 , 	116 ,0,0,-3.1%,,
5438,WNW,West Norwood,London,Lambeth (London),Dulwich and West Norwood,531910,172010,Govia Thameslink Railway,,,London Travelcard Area Station,B.07,South Central Inner Suburban,South East,," 	472,544 "," 	663,972 "," 	784,842 "," 	1,921,358 "," 	1,937,082 "," 	23,988 ", 	304 , 	299 ,0,0,-0.8%,,
5441,WME,Woodmansterne,London,Croydon (London),Croydon South,528720,159385,Govia Thameslink Railway,,,London Travelcard Area Station,B.11,Tattenham Corner and Caterham Lines,South East,," 	84,518 "," 	85,988 "," 	124,794 "," 	295,300 "," 	301,244 ",," 	1,189 "," 	1,164 ",0,0,-2.0%,,
5551,BNS,Barnes,London,Richmond upon Thames (London),Richmond Park,522200,175700,South Western Railway,,,London Travelcard Area Station,C.12,Inner Windsor Lines,Wessex,," 	700,296 "," 	823,454 "," 	1,024,696 "," 	2,548,446 "," 	2,661,284 "," 	20,584 ", 	231 , 	218 ,0,0,-4.2%,,
5552,BFD,Brentford,London,Hounslow (London),Brentford and Isleworth,517460,177865,South Western Railway,,,London Travelcard Area Station,C.12,Inner Windsor Lines,Wessex,," 	560,930 "," 	481,158 "," 	725,504 "," 	1,767,592 "," 	1,857,608 ",, 	337 , 	314 ,0,0,-4.8%,,
5554,CSS,Chessington South,London,Kingston upon Thames (London),Kingston and Surbiton,517900,163300,South Western Railway,,,London Travelcard Area Station,C.07,Main Line Suburban Lines,Wessex,," 	116,480 "," 	102,878 "," 	119,466 "," 	338,824 "," 	405,786 ",," 	1,104 ", 	996 ,1,0,-16.5%,Waterloo blockade in August 2017,
5559,FEL,Feltham,London,Hounslow (London),Feltham and Heston,510600,173300,South Western Railway,,,London Travelcard Area Station,C.12,Inner Windsor Lines,Wessex,," 	1,310,476 "," 	1,430,212 "," 	1,580,058 "," 	4,320,746 "," 	4,314,704 ",, 	116 , 	115 ,0,0,0.1%,,
5560,HMP,Hampton,London,Richmond upon Thames (London),Twickenham,513300,169803,South Western Railway,,,London Travelcard Area Station,C.12,Inner Windsor Lines,Wessex,," 	351,104 "," 	308,566 "," 	379,120 "," 	1,038,790 "," 	1,048,850 ",, 	542 , 	530 ,0,0,-1.0%,,
5563,HOU,Hounslow,London,Hounslow (London),Brentford and Isleworth,513870,174935,South Western Railway,,,London Travelcard Area Station,C.12,Inner Windsor Lines,Wessex,," 	335,036 "," 	363,550 "," 	460,232 "," 	1,158,818 "," 	1,177,896 "," 	3,455 ", 	486 , 	476 ,0,0,-1.6%,,
5565,KNG,Kingston,London,Kingston upon Thames (London),Kingston and Surbiton,518242,169561,South Western Railway,,,London Travelcard Area Station,C.12,Inner Windsor Lines,Wessex,," 	1,425,350 "," 	2,170,378 "," 	1,283,846 "," 	4,879,574 "," 	5,440,164 ",, 	100 , 	88 ,1,0,-10.3%,Waterloo blockade in August 2017,
5567,NEM,New Malden,London,Kingston upon Thames (London),Kingston and Surbiton,521410,168670,South Western Railway,,,London Travelcard Area Station,C.01,Waterloo - Woking,Wessex,," 	817,330 "," 	1,083,564 "," 	1,067,106 "," 	2,968,000 "," 	2,981,406 "," 	25,327 ", 	190 , 	192 ,0,0,-0.4%,,
5568,NBT,Norbiton,London,Kingston upon Thames (London),Richmond Park,519435,169545,South Western Railway,,,London Travelcard Area Station,C.12,Inner Windsor Lines,Wessex,," 	677,594 "," 	800,712 "," 	739,780 "," 	2,218,086 "," 	2,334,570 ",, 	267 , 	254 ,0,0,-5.0%,,
5569,RAY,Raynes Park,London,Merton (London),Wimbledon,523190,169280,South Western Railway,,,London Travelcard Area Station,C.01,Waterloo - Woking,Wessex,," 	1,033,444 "," 	1,387,446 "," 	1,732,584 "," 	4,153,474 "," 	4,432,044 "," 	145,867 ", 	122 , 	112 ,0,0,-6.3%,,
5570,RMD,Richmond,London,Richmond upon Thames (London),Richmond Park,518085,175155,South Western Railway,,,London Travelcard Area Station,C.12,Inner Windsor Lines,Wessex,," 	3,214,144 "," 	4,594,434 "," 	3,685,390 "," 	11,493,968 "," 	11,650,544 "," 	1,633,972 ", 	36 , 	35 ,0,0,-1.3%,,
5571,SUR,Surbiton,London,Kingston upon Thames (London),Kingston and Surbiton,518100,167300,South Western Railway,,,London Travelcard Area Station,C.01,Waterloo - Woking,Wessex,," 	2,429,770 "," 	3,393,936 "," 	3,313,574 "," 	9,137,280 "," 	9,376,696 "," 	697,800 ", 	45 , 	44 ,0,0,-2.6%,,
5572,TED,Teddington,London,Richmond upon Thames (London),Twickenham,516019,170815,South Western Railway,,,London Travelcard Area Station,C.12,Inner Windsor Lines,Wessex,," 	674,372 "," 	742,528 "," 	717,878 "," 	2,134,778 "," 	2,234,070 "," 	93,367 ", 	278 , 	261 ,0,0,-4.4%,,
5573,TOL,Tolworth,London,Kingston upon Thames (London),Kingston and Surbiton,519845,165605,South Western Railway,,,London Travelcard Area Station,C.07,Main Line Suburban Lines,Wessex,," 	148,628 "," 	144,150 "," 	221,866 "," 	514,644 "," 	603,466 ",, 	872 , 	784 ,1,0,-14.7%,Waterloo blockade in August 2017,
5574,TWI,Twickenham,London,Richmond upon Thames (London),Twickenham,516115,173660,South Western Railway,,,London Travelcard Area Station,C.12,Inner Windsor Lines,Wessex,," 	1,624,308 "," 	2,310,160 "," 	1,660,958 "," 	5,595,426 "," 	5,924,016 "," 	417,320 ", 	86 , 	84 ,0,0,-5.5%,,
5576,WNT,Wandsworth Town,London,Wandsworth (London),Battersea,525970,175120,South Western Railway,,,London Travelcard Area Station,C.12,Inner Windsor Lines,Wessex,," 	1,075,336 "," 	1,198,452 "," 	2,051,304 "," 	4,325,092 "," 	4,087,026 ",, 	115 , 	124 ,0,0,5.8%,,
5578,WIM,Wimbledon,London,Merton (London),Wimbledon,524810,170666,South Western Railway,,,London Travelcard Area Station,C.01,Waterloo - Woking,Wessex,," 	4,693,710 "," 	6,581,558 "," 	7,233,800 "," 	18,509,068 "," 	20,149,550 "," 	1,150,779 ", 	23 , 	22 ,0,0,-8.1%,,
5579,WCP,Worcester Park,London,Kingston upon Thames (London),Kingston and Surbiton,522220,166150,South Western Railway,,,London Travelcard Area Station,C.07,Main Line Suburban Lines,Wessex,," 	608,254 "," 	646,024 "," 	944,682 "," 	2,198,960 "," 	2,366,392 ",, 	270 , 	245 ,0,0,-7.1%,,
5580,BNI,Barnes Bridge,London,Richmond upon Thames (London),Richmond Park,521460,176230,South Western Railway,,,London Travelcard Area Station,C.12,Inner Windsor Lines,Wessex,," 	257,548 "," 	284,604 "," 	320,606 "," 	862,758 "," 	895,376 ",, 	624 , 	601 ,0,0,-3.6%,,
5581,BRS,Berrylands,London,Kingston upon Thames (London),Kingston and Surbiton,519700,168070,South Western Railway,,,London Travelcard Area Station,C.01,Waterloo - Woking,Wessex,," 	113,386 "," 	134,550 "," 	134,752 "," 	382,688 "," 	374,746 ",," 	1,035 "," 	1,038 ",0,0,2.1%,,
5582,CSN,Chessington North,London,Kingston upon Thames (London),Kingston and Surbiton,518400,164145,South Western Railway,,,London Travelcard Area Station,C.07,Main Line Suburban Lines,Wessex,," 	146,218 "," 	145,420 "," 	207,914 "," 	499,552 "," 	552,584 ",, 	889 , 	825 ,0,0,-9.6%,,
5583,CHK,Chiswick,London,Hounslow (London),Brentford and Isleworth,520380,177220,South Western Railway,,,London Travelcard Area Station,C.12,Inner Windsor Lines,Wessex,," 	316,370 "," 	358,910 "," 	355,248 "," 	1,030,528 "," 	1,071,486 ",, 	551 , 	520 ,0,0,-3.8%,,
5584,EAD,Earlsfield,London,Wandsworth (London),Tooting,526050,173040,South Western Railway,,,London Travelcard Area Station,C.01,Waterloo - Woking,Wessex,," 	1,553,980 "," 	1,944,468 "," 	3,057,320 "," 	6,555,768 "," 	7,196,944 ",, 	75 , 	67 ,0,0,-8.9%,,
5587,FLW,Fulwell,London,Richmond upon Thames (London),Twickenham,514830,171840,South Western Railway,,,London Travelcard Area Station,C.12,Inner Windsor Lines,Wessex,," 	141,594 "," 	118,138 "," 	151,302 "," 	411,034 "," 	424,266 ",," 	1,002 ", 	965 ,0,0,-3.1%,,
5588,GUN,Gunnersbury,London,Hounslow (London),Brentford and Isleworth,519835,178380,London Underground,,,London Travelcard Area Station,E.01,Richmond - Willesden Jcn,Anglia,," 	898,230 "," 	722,884 "," 	904,438 "," 	2,525,552 "," 	2,535,580 ",, 	234 , 	229 ,0,0,-0.4%,,
5589,HMW,Hampton Wick,London,Richmond upon Thames (London),Twickenham,517450,169740,South Western Railway,,,London Travelcard Area Station,C.12,Inner Windsor Lines,Wessex,," 	284,556 "," 	331,738 "," 	321,380 "," 	937,674 "," 	984,504 ",, 	588 , 	556 ,0,0,-4.8%,,
5592,ISL,Isleworth,London,Hounslow (London),Brentford and Isleworth,515600,176400,South Western Railway,,,London Travelcard Area Station,C.12,Inner Windsor Lines,Wessex,," 	373,632 "," 	347,494 "," 	653,986 "," 	1,375,112 "," 	1,446,230 ",, 	416 , 	396 ,0,0,-4.9%,,
5593,KWB,Kew Bridge,London,Hounslow (London),Brentford and Isleworth,519020,178120,South Western Railway,,,London Travelcard Area Station,C.12,Inner Windsor Lines,Wessex,," 	346,140 "," 	333,830 "," 	509,372 "," 	1,189,342 "," 	1,189,898 ",, 	478 , 	473 ,0,0,-0.0%,,
5594,KWG,Kew Gardens,London,Richmond upon Thames (London),Richmond Park,519195,176740,London Underground,,,London Travelcard Area Station,E.01,Richmond - Willesden Jcn,Anglia,," 	368,146 "," 	691,030 "," 	256,766 "," 	1,315,942 "," 	1,301,970 ",, 	430 , 	436 ,0,0,1.1%,,
5595,CLJ,Clapham Junction,London,Wandsworth (London),Battersea,527200,175500,South Western Railway,,,London Travelcard Area Station,C.01,Waterloo - Woking,Wessex,," 	6,913,630 "," 	10,471,638 "," 	12,059,446 "," 	29,444,714 "," 	30,680,766 "," 	29,604,407 ", 	14 , 	13 ,0,0,-4.0%,,
5596,QRB,Queenstown Road (Battersea),London,Wandsworth (London),Battersea,528810,176740,South Western Railway,,,London Travelcard Area Station,C.01,Waterloo - Woking,Wessex,," 	418,696 "," 	398,508 "," 	678,846 "," 	1,496,050 "," 	1,825,396 ",, 	382 , 	325 ,1,0,-18.0%,Waterloo blockade in August 2017,
5597,VXH,Vauxhall,London,Lambeth (London),Vauxhall,530430,178030,South Western Railway,LONDON BR,,London Travelcard Area Station,C.01,Waterloo - Woking,Wessex,," 	4,412,630 "," 	5,901,026 "," 	10,305,184 "," 	20,618,840 "," 	22,482,878 ",, 	21 , 	21 ,0,0,-8.3%,,
5598,WAT,Waterloo,London,Lambeth (London),Vauxhall,531060,179950,Network Rail,LONDON BR,,London Travelcard Area Station,C.01,Waterloo - Woking,Wessex,," 	22,028,970 "," 	31,494,036 "," 	40,831,994 "," 	94,355,000 "," 	99,403,096 "," 	5,859,255 ", 	1 , 	1 ,0,0,-5.1%,,
5599,MAL,Malden Manor,London,Kingston upon Thames (London),Kingston and Surbiton,521090,166510,South Western Railway,,,London Travelcard Area Station,C.07,Main Line Suburban Lines,Wessex,," 	118,372 "," 	108,556 "," 	181,314 "," 	408,242 "," 	462,028 ",," 	1,005 ", 	926 ,1,0,-11.6%,Waterloo blockade in August 2017,
5600,MTL,Mortlake,London,Richmond upon Thames (London),Richmond Park,520465,175770,South Western Railway,,,London Travelcard Area Station,C.12,Inner Windsor Lines,Wessex,," 	544,086 "," 	585,646 "," 	640,204 "," 	1,769,936 "," 	1,848,094 ",, 	334 , 	317 ,0,0,-4.2%,,
5601,NSH,North Sheen,London,Richmond upon Thames (London),Richmond Park,519030,175410,South Western Railway,,,London Travelcard Area Station,C.12,Inner Windsor Lines,Wessex,," 	137,478 "," 	139,100 "," 	197,968 "," 	474,546 "," 	511,550 ",, 	916 , 	873 ,0,0,-7.2%,,
5603,PUT,Putney,London,Wandsworth (London),Putney,524000,175100,South Western Railway,,,London Travelcard Area Station,C.12,Inner Windsor Lines,Wessex,," 	2,018,668 "," 	2,692,666 "," 	4,087,598 "," 	8,798,932 "," 	8,867,818 ",, 	47 , 	46 ,0,0,-0.8%,,
5604,SMG,St.Margaret's (Greater London),London,Richmond upon Thames (London),Twickenham,516810,174255,South Western Railway,,,London Travelcard Area Station,C.12,Inner Windsor Lines,Wessex,," 	462,240 "," 	419,870 "," 	486,330 "," 	1,368,440 "," 	1,454,656 ",, 	417 , 	394 ,0,0,-5.9%,,
5607,STW,Strawberry Hill,London,Richmond upon Thames (London),Twickenham,515520,172415,South Western Railway,,,London Travelcard Area Station,C.12,Inner Windsor Lines,Wessex,," 	313,984 "," 	294,320 "," 	230,224 "," 	838,528 "," 	893,326 ", 	171 , 	643 , 	602 ,0,0,-6.1%,,
5609,SYL,Syon Lane,London,Hounslow (London),Brentford and Isleworth,516420,177200,South Western Railway,,,London Travelcard Area Station,C.12,Inner Windsor Lines,Wessex,," 	430,956 "," 	263,028 "," 	600,872 "," 	1,294,856 "," 	1,439,516 ",, 	444 , 	399 ,1,0,-10.0%,Waterloo blockade in August 2017,
5611,WTN,Whitton,London,Richmond upon Thames (London),Twickenham,514220,173570,South Western Railway,,,London Travelcard Area Station,C.12,Inner Windsor Lines,Wessex,," 	459,564 "," 	466,906 "," 	486,446 "," 	1,412,916 "," 	1,393,578 ",, 	405 , 	408 ,0,0,1.4%,,
5612,WBO,Wimbledon Chase,London,Merton (London),Wimbledon,524310,169350,Govia Thameslink Railway,,,London Travelcard Area Station,B.08,South Central Sutton Lines,South East,," 	98,628 "," 	74,308 "," 	148,474 "," 	321,410 "," 	290,278 ",," 	1,138 "," 	1,183 ",1,0,10.7%,Last year's figures affected by Southern industrial action and timetable changes,https://www.rmt.org.uk/news/new-southern-strike-dates-announced/
5645,MOT,Motspur Park,London,Merton (London),Wimbledon,522575,167710,South Western Railway,,,London Travelcard Area Station,C.07,Main Line Suburban Lines,Wessex,," 	273,472 "," 	321,214 "," 	444,074 "," 	1,038,760 "," 	1,153,108 "," 	11,210 ", 	543 , 	493 ,0,0,-9.9%,,
6000,DYP,Drayton Park,London,Islington (London),Islington North,531445,185465,Govia Thameslink Railway,,,London Travelcard Area Station,G.02,Moorgate Branch,London North East and East Midlands,," 	298,796 "," 	276,510 "," 	283,824 "," 	859,130 "," 	791,700 ",, 	627 , 	663 ,0,0,8.5%,,
6003,OLD,Old Street,London,Islington (London),Islington South and Finsbury,532700,182500,Govia Thameslink Railway,,,London Travelcard Area Station,G.02,Moorgate Branch,London North East and East Midlands,," 	2,307,162 "," 	2,898,120 "," 	550,964 "," 	5,756,246 "," 	5,323,546 ",, 	84 , 	91 ,0,0,8.1%,,
6004,EXR,Essex Road,London,Islington (London),Islington South and Finsbury,532120,184140,Govia Thameslink Railway,,,London Travelcard Area Station,G.02,Moorgate Branch,London North East and East Midlands,," 	285,778 "," 	282,442 "," 	293,014 "," 	861,234 "," 	810,518 ",, 	626 , 	652 ,0,0,6.3%,,
6005,MOG,Moorgate,London,City and County of the City of London,Cities of London and Westminster,532693,181683,Govia Thameslink Railway,LONDON BR,,London Travelcard Area Station,G.02,Moorgate Branch,London North East and East Midlands,," 	2,620,482 "," 	2,730,438 "," 	5,082,582 "," 	10,433,502 "," 	10,833,978 "," 	902,713 ", 	41 , 	38 ,0,0,-3.7%,,
6007,CWH,Crews Hill,London,Enfield (London),Enfield North,530970,200110,Govia Thameslink Railway,,,London Travelcard Area Station,G.03,Hertford Loop,London North East and East Midlands,," 	38,800 "," 	68,750 "," 	33,636 "," 	141,186 "," 	132,606 ",," 	1,562 "," 	1,582 ",0,0,6.5%,,
6009,HHY,Highbury & Islington,London,Islington (London),Islington South and Finsbury,531585,184735,London Underground,,,London Travelcard Area Station,G.02,Moorgate Branch,London North East and East Midlands,," 	7,427,212 "," 	12,551,580 "," 	9,528,980 "," 	29,507,772 "," 	29,852,702 "," 	5,220,451 ", 	13 , 	14 ,0,0,-1.2%,,
6010,ENC,Enfield Chase,London,Enfield (London),"Enfield, Southgate",532180,196666,Govia Thameslink Railway,ENFIELD BR,,London Travelcard Area Station,G.03,Hertford Loop,London North East and East Midlands,," 	497,430 "," 	546,270 "," 	599,474 "," 	1,643,174 "," 	1,590,446 "," 	8,778 ", 	358 , 	369 ,0,0,3.3%,,
6012,HGY,Harringay,London,Haringey (London),Tottenham,531400,188200,Govia Thameslink Railway,,,London Travelcard Area Station,G.01,Kings Cross - Peterborough,London North East and East Midlands,," 	365,902 "," 	496,920 "," 	420,910 "," 	1,283,732 "," 	1,275,532 ",, 	446 , 	444 ,0,0,0.6%,,
6015,HRN,Hornsey,London,Haringey (London),Hornsey and Wood Green,530900,189200,Govia Thameslink Railway,,,London Travelcard Area Station,G.01,Kings Cross - Peterborough,London North East and East Midlands,," 	475,072 "," 	603,434 "," 	664,560 "," 	1,743,066 "," 	1,675,092 ",, 	342 , 	350 ,0,0,4.1%,,
6018,NBA,New Barnet,London,Barnet (London),Chipping Barnet,526500,196000,Govia Thameslink Railway,,,London Travelcard Area Station,G.01,Kings Cross - Peterborough,London North East and East Midlands,," 	435,630 "," 	428,010 "," 	437,680 "," 	1,301,320 "," 	1,266,648 ",, 	439 , 	447 ,0,0,2.7%,,
6019,NSG,New Southgate,London,Enfield (London),"Enfield, Southgate",528670,192220,Govia Thameslink Railway,,,London Travelcard Area Station,G.01,Kings Cross - Peterborough,London North East and East Midlands,," 	288,458 "," 	232,912 "," 	321,978 "," 	843,348 "," 	836,744 ",, 	638 , 	635 ,0,0,0.8%,,
