NLC,TLC,Station Name,Region,Local Authority,Constituency,OS Grid Easting,OS Grid Northing,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,SRS Code,SRS Description,NR Route,CRP Line Designation,Entries & Exits_Full,Entries & Exits_Reduced,Entries & Exits_Season,1718 Entries & Exits,1617 Entries & Exits,1718 Interchanges,1718 Entries & Exits - GB rank,1617 Entries & Exits - GB rank,Large station change flag,Small station change flag,% Change,Explanation of large change 1718,Source for explanation of large change 1718
1964,CAK,Cark & Cartmel,North West,South Lakeland,Westmorland and Lonsdale,336520,476235,Northern,,,,H.39,Cumbrian Coast,London North Western,," 	14,400 "," 	55,302 "," 	6,870 "," 	76,572 "," 	75,790 ",," 	1,838 "," 	1,822 ",0,0,1.0%,,
1965,GOS,Grange-Over-Sands,North West,South Lakeland,Westmorland and Lonsdale,341200,478150,Northern,,,,H.39,Cumbrian Coast,London North Western,," 	20,450 "," 	117,364 "," 	6,952 "," 	144,766 "," 	153,586 ",," 	1,551 "," 	1,518 ",0,0,-5.7%,,
1966,KBK,Kents Bank,North West,South Lakeland,Westmorland and Lonsdale,339700,475630,Northern,,,,H.39,Cumbrian Coast,London North Western,," 	3,430 "," 	21,536 "," 	3,392 "," 	28,358 "," 	28,262 ",," 	2,148 "," 	2,136 ",0,0,0.3%,,
1968,SVR,Silverdale,North West,Lancaster,Morecambe and Lunesdale,347620,475200,Northern,,,,H.39,Cumbrian Coast,London North Western,," 	6,020 "," 	32,974 "," 	14,224 "," 	53,218 "," 	55,892 ",," 	1,967 "," 	1,949 ",0,0,-4.8%,,
1975,BUD,Burneside,North West,South Lakeland,Westmorland and Lonsdale,350270,495765,Northern,,,,H.41,Windermere Branch,London North Western,Lakes Line," 	2,382 "," 	10,252 "," 	5,414 "," 	18,048 "," 	14,260 ",," 	2,238 "," 	2,264 ",1,0,26.6%,,
1976,KEN,Kendal,North West,South Lakeland,Westmorland and Lonsdale,352000,493200,Northern,,,,H.41,Windermere Branch,London North Western,Lakes Line," 	23,724 "," 	129,912 "," 	55,062 "," 	208,698 "," 	204,026 ",," 	1,365 "," 	1,373 ",0,0,2.3%,,
1977,SVL,Staveley (Cumbria),North West,South Lakeland,Westmorland and Lonsdale,346905,498090,Northern,,,,H.41,Windermere Branch,London North Western,Lakes Line," 	3,668 "," 	27,296 "," 	9,956 "," 	40,920 "," 	42,378 ",," 	2,049 "," 	2,036 ",0,0,-3.4%,,
1978,WDM,Windermere,North West,South Lakeland,Westmorland and Lonsdale,341420,498610,Northern,,,,H.41,Windermere Branch,London North Western,Lakes Line," 	33,532 "," 	348,652 "," 	39,474 "," 	421,658 "," 	415,448 ",, 	984 , 	982 ,0,0,1.5%,,
1988,MRY,Maryport,North West,Allerdale,Workington,303840,536170,Northern,,,,H.39,Cumbrian Coast,London North Western,," 	21,478 "," 	51,340 "," 	12,660 "," 	85,478 "," 	89,562 ",," 	1,797 "," 	1,768 ",0,0,-4.6%,,
1993,BOC,Bootle (Cumbria),North West,Copeland,Copeland,309370,489305,Northern,,,,H.39,Cumbrian Coast,London North Western,," 	2,262 "," 	6,878 "," 	1,730 "," 	10,870 "," 	11,850 ",," 	2,309 "," 	2,290 ",0,0,-8.3%,,
1994,DRI,Drigg,North West,Copeland,Copeland,306340,498900,Northern,,,,H.39,Cumbrian Coast,London North Western,," 	3,826 "," 	4,918 ", 	984 ," 	9,728 "," 	10,348 ",," 	2,321 "," 	2,310 ",0,0,-6.0%,,
1996,GNR,Green Road,North West,Copeland,Copeland,318930,483920,Northern,,,,H.39,Cumbrian Coast,London North Western,," 	1,598 "," 	3,624 "," 	1,282 "," 	6,504 "," 	6,982 ",," 	2,374 "," 	2,354 ",0,0,-6.8%,,
1997,MLM,Millom,North West,Copeland,Copeland,317200,480200,Northern,,,,H.39,Cumbrian Coast,London North Western,," 	39,570 "," 	95,912 "," 	51,188 "," 	186,670 "," 	194,766 ",," 	1,427 "," 	1,400 ",0,0,-4.2%,,
1999,RAV,Ravenglass,North West,Copeland,Copeland,308540,496490,Northern,,,,H.39,Cumbrian Coast,London North Western,," 	4,410 "," 	27,234 ", 	286 ," 	31,930 "," 	32,638 ",," 	2,118 "," 	2,110 ",0,0,-2.2%,,
2000,SIC,Silecroft,North West,Copeland,Copeland,313100,481960,Northern,,,,H.39,Cumbrian Coast,London North Western,," 	1,470 "," 	4,114 "," 	1,446 "," 	7,030 "," 	8,104 ",," 	2,367 "," 	2,336 ",0,0,-13.3%,,
2002,SBS,St.Bees,North West,Copeland,Copeland,297035,511965,Northern,,,,H.39,Cumbrian Coast,London North Western,," 	9,878 "," 	32,946 "," 	3,910 "," 	46,734 "," 	51,114 ",," 	2,008 "," 	1,971 ",0,0,-8.6%,,
2003,SSC,Seascale,North West,Copeland,Copeland,303715,501060,Northern,,,,H.39,Cumbrian Coast,London North Western,," 	8,028 "," 	23,950 "," 	5,056 "," 	37,034 "," 	40,464 ",," 	2,079 "," 	2,047 ",0,0,-8.5%,,
2004,SEL,Sellafield,North West,Copeland,Copeland,302080,503400,Northern,,,,H.39,Cumbrian Coast,London North Western,," 	59,672 "," 	12,614 "," 	133,808 "," 	206,094 "," 	199,818 ", 	67 ," 	1,371 "," 	1,385 ",0,0,3.1%,,
2010,ULV,Ulverston,North West,South Lakeland,Barrow and Furness,328460,477870,Northern,,,,H.39,Cumbrian Coast,London North Western,," 	57,394 "," 	192,680 "," 	57,342 "," 	307,416 "," 	301,818 ",," 	1,158 "," 	1,163 ",0,0,1.9%,,
2026,FLM,Flimby,North West,Allerdale,Workington,302070,533800,Northern,,,,H.39,Cumbrian Coast,London North Western,," 	2,054 "," 	5,424 "," 	1,964 "," 	9,442 "," 	11,678 ",," 	2,325 "," 	2,293 ",1,0,-19.1%,,
2027,HRR,Harrington,North West,Allerdale,Workington,298995,525385,Northern,,,,H.39,Cumbrian Coast,London North Western,," 	6,470 "," 	11,160 "," 	10,146 "," 	27,776 "," 	30,262 ",," 	2,151 "," 	2,124 ",0,0,-8.2%,,
2032,PRN,Parton,North West,Copeland,Copeland,297900,520610,Northern,,,,H.39,Cumbrian Coast,London North Western,," 	1,958 "," 	3,460 "," 	2,008 "," 	7,426 "," 	7,396 ",," 	2,358 "," 	2,348 ",0,0,0.4%,,
2040,WKG,Workington,North West,Allerdale,Workington,299526,528892,Northern,,,,H.39,Cumbrian Coast,London North Western,," 	46,974 "," 	109,120 "," 	27,104 "," 	183,198 "," 	186,576 ",," 	1,439 "," 	1,426 ",0,0,-1.8%,,
2045,BYS,Braystones,North West,Copeland,Copeland,300100,505978,Northern,,,,H.39,Cumbrian Coast,London North Western,, 	162 , 	830 , 	-   , 	992 , 	956 ,," 	2,506 "," 	2,503 ",0,0,3.8%,,
2046,FOX,Foxfield,North West,South Lakeland,Barrow and Furness,320880,485460,Northern,,,,H.39,Cumbrian Coast,London North Western,," 	3,088 "," 	17,154 "," 	2,438 "," 	22,680 "," 	24,604 ",," 	2,193 "," 	2,169 ",0,0,-7.8%,,
2047,NRT,Nethertown,North West,Copeland,Copeland,298585,507910,Northern,,,,H.39,Cumbrian Coast,London North Western,, 	108 , 	428 , 	-   , 	536 , 	412 ,," 	2,524 "," 	2,529 ",0,1,30.1%,Absolute change in passengers is small,
2048,WTH,Whitehaven,North West,Copeland,Copeland,297460,518690,Northern,,,,H.39,Cumbrian Coast,London North Western,," 	55,968 "," 	153,318 "," 	22,640 "," 	231,926 "," 	250,792 ",," 	1,319 "," 	1,269 ",0,0,-7.5%,,
2049,CKL,Corkickle,North West,Copeland,Copeland,297740,517420,Northern,,,,H.39,Cumbrian Coast,London North Western,," 	15,630 "," 	12,356 "," 	22,436 "," 	50,422 "," 	45,852 ",," 	1,982 "," 	2,017 ",0,0,10.0%,,
2052,APP,Appleby,North West,Eden,Penrith and The Border,368640,520680,Northern,,,,H.40,Settle and Carlisle,London North Western,," 	11,496 "," 	46,574 "," 	2,184 "," 	60,254 "," 	61,446 ",," 	1,924 "," 	1,909 ",0,0,-1.9%,,
2054,AWT,Armathwaite,North West,Eden,Penrith and The Border,350475,546340,Northern,,,,H.40,Settle and Carlisle,London North Western,," 	2,126 "," 	4,974 ", 	-   ," 	7,100 "," 	2,180 ",," 	2,366 "," 	2,455 ",0,1,225.7%,"Increase in usage after engineering works in 2016-17, in response to landslip in 2015-16",
2057,KSW,Kirkby Stephen,North West,Eden,Penrith and The Border,376200,506670,Northern,,,,H.40,Settle and Carlisle,London North Western,," 	6,354 "," 	23,156 ", 	640 ," 	30,150 "," 	19,962 ",," 	2,133 "," 	2,213 ",1,0,51.0%,"Increase in usage after engineering works in 2016-17, in response to landslip in 2015-16",https://www.networkrail.co.uk/running-the-railway/our-routes/lnw/carlisle/
2058,LGW,Langwathby,North West,Eden,Penrith and The Border,357320,533460,Northern,,,,H.40,Settle and Carlisle,London North Western,," 	5,892 "," 	11,190 "," 	1,084 "," 	18,166 "," 	4,132 ",," 	2,235 "," 	2,416 ",0,1,339.6%,"Increase in usage after engineering works in 2016-17, in response to landslip in 2015-16",
2059,LZB,Lazonby & Kirkoswald,North West,Eden,Penrith and The Border,354835,539725,Northern,,,,H.40,Settle and Carlisle,London North Western,," 	3,680 "," 	5,828 "," 	1,714 "," 	11,222 "," 	4,150 ",," 	2,303 "," 	2,414 ",0,1,170.4%,"Increase in usage after engineering works in 2016-17, in response to landslip in 2015-16",
2077,DLS,Dalston,North West,Carlisle,Carlisle,336600,550600,Northern,,,,H.39,Cumbrian Coast,London North Western,," 	3,776 "," 	13,044 "," 	4,736 "," 	21,556 "," 	22,180 ",," 	2,200 "," 	2,192 ",0,0,-2.8%,,
2080,EBA,Euxton Balshaw Lane,North West,Chorley,Chorley,355688,418431,Northern,,,,N.04,Crewe - Preston,London North Western,," 	26,702 "," 	42,860 "," 	9,356 "," 	78,918 "," 	77,156 ",," 	1,828 "," 	1,818 ",0,0,2.3%,,
2090,OXN,Oxenholme Lake District,North West,South Lakeland,Westmorland and Lonsdale,353125,490165,Virgin Trains (West Coast),,,,N.05,Preston - Border [nr Gretna],London North Western,Lakes Line," 	47,436 "," 	521,008 "," 	12,864 "," 	581,308 "," 	571,180 "," 	301,178 ", 	810 , 	806 ,0,0,1.8%,,
2095,ASP,Aspatria,North West,Allerdale,Workington,314390,541260,Northern,,,,H.39,Cumbrian Coast,London North Western,," 	5,218 "," 	15,006 "," 	2,196 "," 	22,420 "," 	25,904 ",," 	2,195 "," 	2,157 ",1,0,-13.4%,Extreme weather in Winter 2017,
2098,WGT,Wigton,North West,Allerdale,Penrith and The Border,325300,548875,Northern,,,,H.39,Cumbrian Coast,London North Western,," 	6,236 "," 	33,784 "," 	6,880 "," 	46,900 "," 	49,124 ",," 	2,006 "," 	1,985 ",0,0,-4.5%,,
2102,PNR,Penrith,North West,Eden,Penrith and The Border,351145,529900,Virgin Trains (West Coast),,,,N.05,Preston - Border [nr Gretna],London North Western,," 	64,828 "," 	457,424 "," 	43,408 "," 	565,660 "," 	547,208 "," 	228,354 ", 	828 , 	833 ,0,0,3.4%,,
2103,DNT,Dent,North West,South Lakeland,Westmorland and Lonsdale,376425,487480,Northern,,,,H.40,Settle and Carlisle,London North Western,," 	1,382 "," 	6,606 ", 	-   ," 	7,988 "," 	7,248 ",," 	2,345 "," 	2,349 ",0,0,10.2%,,
2104,GSD,Garsdale,North West,South Lakeland,Westmorland and Lonsdale,378870,491810,Northern,,,,H.40,Settle and Carlisle,London North Western,," 	4,448 "," 	11,526 ", 	10 ," 	15,984 "," 	12,520 ",," 	2,257 "," 	2,285 ",1,0,27.7%,"Increase in usage after engineering works in 2016-17, in response to landslip in 2015-16",https://www.networkrail.co.uk/running-the-railway/our-routes/lnw/carlisle/
2118,CAR,Carlisle,North West,Carlisle,Carlisle,340240,555500,Virgin Trains (West Coast),,,,N.05,Preston - Border [nr Gretna],London North Western,," 	256,118 "," 	1,638,398 "," 	72,958 "," 	1,967,474 "," 	1,856,268 "," 	365,112 ", 	294 , 	315 ,0,0,6.0%,,
2121,ELP,Ellesmere Port,North West,Cheshire West and Chester,Ellesmere Port and Neston,340330,376510,Merseyrail,,,,O.01,Merseyrail,London North Western,," 	109,712 "," 	128,960 "," 	50,212 "," 	288,884 "," 	362,680 "," 	1,500 "," 	1,204 "," 	1,053 ",1,0,-20.3%,Industrial action in 2017-18,https://www.liverpoolecho.co.uk/news/liverpool-news/three-more-strikes-hit-merseyrail-13496076
2122,INE,Ince & Elton,North West,Cheshire West and Chester,Ellesmere Port and Neston,345650,375825,Northern,,,,H.45,Chester / Ellesmere Port - Warrington,London North Western,, 	512 , 	116 , 	28 , 	656 ," 	1,088 ",," 	2,520 "," 	2,496 ",0,1,-39.7%,,
2123,BLN,Blundellsands & Crosby,North West,Sefton,Sefton Central,331100,399500,Merseyrail,,Merseyside,,O.01,Merseyrail,London North Western,," 	297,644 "," 	731,370 "," 	408,192 "," 	1,437,206 "," 	1,470,212 ",, 	396 , 	391 ,0,0,-2.2%,,
2124,KIR,Kirkby (Merseyside),North West,Knowsley,Knowsley,340190,399210,Merseyrail,,Merseyside,,H.34,Southport / Kirkby - Wigan Wallgate,London North Western,," 	291,570 "," 	1,393,382 "," 	742,832 "," 	2,427,784 "," 	2,428,340 "," 	64,938 ", 	242 , 	240 ,0,0,-0.0%,,
2125,AIN,Aintree,North West,Sefton,Sefton Central,336625,397890,Merseyrail,,Merseyside,,O.01,Merseyrail,London North Western,," 	252,838 "," 	353,620 "," 	487,202 "," 	1,093,660 "," 	1,048,614 ",, 	517 , 	531 ,0,0,4.3%,,
2126,FAZ,Fazakerley,North West,Liverpool,"Liverpool, Walton",337916,397336,Merseyrail,,Merseyside,,O.01,Merseyrail,London North Western,," 	208,160 "," 	455,774 "," 	472,056 "," 	1,135,990 "," 	1,108,962 ",, 	501 , 	510 ,0,0,2.4%,,
2128,ERA,Eastham Rake,North West,Wirral,Wirral South,334721,379404,Merseyrail,,Merseyside,,O.01,Merseyrail,London North Western,," 	121,958 "," 	98,570 "," 	70,168 "," 	290,696 "," 	303,060 ",," 	1,199 "," 	1,157 ",0,0,-4.1%,,
2131,RIL,Rice Lane,North West,Liverpool,"Liverpool, Walton",336200,396100,Merseyrail,,Merseyside,,O.01,Merseyrail,London North Western,," 	80,842 "," 	104,302 "," 	139,192 "," 	324,336 "," 	325,322 ",," 	1,130 "," 	1,122 ",0,0,-0.3%,,
2133,WLO,Waterloo (Merseyside),North West,Sefton,Bootle,332030,398070,Merseyrail,,Merseyside,,O.01,Merseyrail,London North Western,," 	389,306 "," 	648,152 "," 	514,196 "," 	1,551,654 "," 	1,578,018 ",, 	375 , 	371 ,0,0,-1.7%,,
2136,BID,Bidston,North West,Wirral,Birkenhead,328400,390800,Merseyrail,,Merseyside,,O.01,Merseyrail,London North Western,," 	88,544 "," 	106,556 "," 	93,514 "," 	288,614 "," 	287,080 "," 	71,114 "," 	1,205 "," 	1,191 ",0,0,0.5%,,
2138,HSW,Heswall,North West,Wirral,Wirral South,328590,381960,Arriva Trains Wales,,Merseyside,,L.15,Bidston - Border [nr Hawarden Bridge],London North Western,," 	25,078 "," 	23,456 "," 	9,918 "," 	58,452 "," 	54,070 ",," 	1,936 "," 	1,957 ",0,0,8.1%,,
2139,NES,Neston,North West,Cheshire West and Chester,Ellesmere Port and Neston,329235,377737,Arriva Trains Wales,,,,L.15,Bidston - Border [nr Hawarden Bridge],London North Western,," 	35,452 "," 	5,458 "," 	2,014 "," 	42,924 "," 	44,892 ",," 	2,034 "," 	2,022 ",0,0,-4.4%,,
2141,UPT,Upton,North West,Wirral,Birkenhead,327990,388286,Arriva Trains Wales,,Merseyside,,L.15,Bidston - Border [nr Hawarden Bridge],London North Western,," 	21,504 "," 	7,562 "," 	4,568 "," 	33,634 "," 	32,740 ",," 	2,105 "," 	2,108 ",0,0,2.7%,,
2145,BKN,Birkenhead North,North West,Wirral,Birkenhead,329790,390256,Merseyrail,BIRKENHEAD BR,Merseyside,,O.01,Merseyrail,London North Western,," 	388,274 "," 	208,106 "," 	203,898 "," 	800,278 "," 	756,368 "," 	36,987 ", 	659 , 	684 ,0,0,5.8%,,
2149,HSB,Helsby,North West,Cheshire West and Chester,Weaver Vale,348670,375635,Arriva Trains Wales,,,,H.45,Chester / Ellesmere Port - Warrington,London North Western,," 	49,042 "," 	25,064 "," 	15,462 "," 	89,568 "," 	84,986 "," 	4,982 "," 	1,774 "," 	1,786 ",0,0,5.4%,,
2151,MRT,Moreton (Merseyside),North West,Wirral,Wallasey,326074,390621,Merseyrail,,Merseyside,,O.01,Merseyrail,London North Western,," 	146,266 "," 	174,478 "," 	164,442 "," 	485,186 "," 	488,434 ",, 	904 , 	899 ,0,0,-0.7%,,
2152,NBN,New Brighton,North West,Wirral,Wallasey,330480,393914,Merseyrail,,Merseyside,,O.01,Merseyrail,London North Western,," 	265,130 "," 	329,160 "," 	249,668 "," 	843,958 "," 	864,042 ",, 	637 , 	614 ,0,0,-2.3%,,
2154,WLG,Wallasey Grove Road,North West,Wirral,Wallasey,329020,392890,Merseyrail,,Merseyside,,O.01,Merseyrail,London North Western,," 	181,118 "," 	169,442 "," 	102,130 "," 	452,690 "," 	488,420 ",, 	944 , 	900 ,0,0,-7.3%,,
2155,MAG,Maghull,North West,Sefton,Sefton Central,338360,401490,Merseyrail,,Merseyside,,O.01,Merseyrail,London North Western,," 	271,206 "," 	969,208 "," 	629,672 "," 	1,870,086 "," 	1,865,348 ",, 	314 , 	311 ,0,0,0.3%,,
2156,LTT,Little Sutton,North West,Cheshire West and Chester,Ellesmere Port and Neston,337210,376920,Merseyrail,,,,O.01,Merseyrail,London North Western,," 	54,178 "," 	42,246 "," 	13,082 "," 	109,506 "," 	135,486 ",," 	1,682 "," 	1,571 ",1,0,-19.2%,Industrial action in 2017-18,"https://www.liverpoolecho.co.uk/news/liverpool-news/three-more-strikes-hit-merseyrail-13496076
https://www.wirralglobe.co.uk/news/16044307.passengers-urged-to-plan-ahead-of-strike-on-merseyrail/"
2157,OVE,Overpool,North West,Cheshire West and Chester,Ellesmere Port and Neston,338490,376740,Merseyrail,,,,O.01,Merseyrail,London North Western,," 	63,100 "," 	49,614 "," 	10,608 "," 	123,322 "," 	154,966 ",," 	1,630 "," 	1,516 ",1,0,-20.4%,Industrial action in 2017-18,"https://www.liverpoolecho.co.uk/news/liverpool-news/three-more-strikes-hit-merseyrail-13496076
https://www.wirralglobe.co.uk/news/16044307.passengers-urged-to-plan-ahead-of-strike-on-merseyrail/"
2158,MLD,Mouldsworth,North West,Cheshire West and Chester,Eddisbury,351220,370780,Northern,,,,H.30,Guide Bridge - Chester (via Stockport),London North Western,," 	11,862 "," 	18,726 "," 	5,592 "," 	36,180 "," 	33,746 ",," 	2,085 "," 	2,095 ",0,0,7.2%,,
2159,SNT,Stanlow & Thornton,North West,Cheshire West and Chester,Ellesmere Port and Neston,343950,376040,Northern,,,,H.45,Chester / Ellesmere Port - Warrington,London North Western,, 	78 , 	6 , 	8 , 	92 , 	128 ,," 	2,555 "," 	2,546 ",0,1,-28.1%,Absolute change in passengers is small,
2160,HUY,Huyton,North West,Knowsley,Knowsley,344060,390650,Northern,,Merseyside,,H.33,Edge Hill - Manchester Victoria (via Earlestown) / Wigan,London North Western,," 	206,128 "," 	611,568 "," 	332,428 "," 	1,150,124 "," 	1,008,362 "," 	23,526 ", 	490 , 	549 ,1,0,14.1%,Edge Hill to Manchester Victoria line impacted by Engineering works in 2016-17,https://cdn.networkrail.co.uk/wp-content/uploads/2018/04/Liverpool-Lime-Street-upgrade-2018-briefing-pack-All-journeys.pdf
2161,WHN,Whiston,North West,Knowsley,St. Helens South and Whiston,347160,391080,Northern,,Merseyside,,H.33,Edge Hill - Manchester Victoria (via Earlestown) / Wigan,London North Western,," 	68,650 "," 	226,814 "," 	115,758 "," 	411,222 "," 	367,130 ",," 	1,001 "," 	1,049 ",1,0,12.0%,Edge Hill to Manchester Victoria line impacted by Engineering works in 2016-17,
2169,EDG,Edge Hill,North West,Liverpool,"Liverpool, Wavertree",337170,389950,Northern,,Merseyside,,H.33,Edge Hill - Manchester Victoria (via Earlestown) / Wigan,London North Western,," 	72,074 "," 	56,494 "," 	67,158 "," 	195,726 "," 	203,094 "," 	14,082 "," 	1,398 "," 	1,375 ",0,0,-3.6%,,
2171,MSH,Mossley Hill,North West,Liverpool,"Liverpool, Riverside",339200,387300,Northern,,Merseyside,,H.25,Liverpool Lime Street - Liverpool South Parkway,London North Western,," 	71,258 "," 	121,476 "," 	70,002 "," 	262,736 "," 	276,254 ",," 	1,248 "," 	1,217 ",0,0,-4.9%,,
2186,CPU,Capenhurst,North West,Cheshire West and Chester,City of Chester,337240,374100,Merseyrail,,,,O.01,Merseyrail,London North Western,," 	73,228 "," 	76,924 "," 	34,648 "," 	184,800 "," 	220,814 ",," 	1,434 "," 	1,335 ",1,0,-16.3%,Industrial action in 2017-18,"https://www.liverpoolecho.co.uk/news/liverpool-news/three-more-strikes-hit-merseyrail-13496076
https://www.wirralglobe.co.uk/news/16044307.passengers-urged-to-plan-ahead-of-strike-on-merseyrail/"
2187,BAC,Bache,North West,Cheshire West and Chester,City of Chester,340545,368340,Merseyrail,,,,O.01,Merseyrail,London North Western,," 	120,190 "," 	178,814 "," 	39,652 "," 	338,656 "," 	360,100 ",," 	1,105 "," 	1,062 ",0,0,-6.0%,,
2188,BEB,Bebington,North West,Wirral,Wirral South,333300,385000,Merseyrail,,Merseyside,,O.01,Merseyrail,London North Western,," 	307,596 "," 	303,962 "," 	206,610 "," 	818,168 "," 	854,388 ",, 	650 , 	621 ,0,0,-4.2%,,
2189,RFY,Rock Ferry,North West,Wirral,Birkenhead,332845,386675,Merseyrail,,Merseyside,,O.01,Merseyrail,London North Western,," 	243,404 "," 	233,342 "," 	170,602 "," 	647,348 "," 	665,678 ",, 	763 , 	735 ,0,0,-2.8%,,
2190,BOM,Bromborough,North West,Wirral,Wirral South,334359,381001,Merseyrail,,Merseyside,,O.01,Merseyrail,London North Western,," 	223,150 "," 	261,416 "," 	109,574 "," 	594,140 "," 	610,300 ",, 	796 , 	777 ,0,0,-2.6%,,
2191,BMR,Bromborough Rake,North West,Wirral,Wirral South,334200,381900,Merseyrail,,Merseyside,,O.01,Merseyrail,London North Western,," 	91,792 "," 	108,628 "," 	58,986 "," 	259,406 "," 	271,634 ",," 	1,254 "," 	1,228 ",0,0,-4.5%,,
2193,HOO,Hooton,North West,Cheshire West and Chester,Ellesmere Port and Neston,334980,378250,Merseyrail,,,,O.01,Merseyrail,London North Western,," 	387,718 "," 	189,680 "," 	142,356 "," 	719,754 "," 	779,410 "," 	86,082 ", 	708 , 	670 ,0,0,-7.7%,,
2194,HYK,Hoylake,North West,Wirral,Wirral West,321700,388800,Merseyrail,,Merseyside,,O.01,Merseyrail,London North Western,," 	146,674 "," 	233,340 "," 	89,346 "," 	469,360 "," 	479,560 ",, 	921 , 	908 ,0,0,-2.1%,,
2195,BNW,Bootle New Strand,North West,Sefton,Bootle,334040,395642,Merseyrail,BOOTLE BR,Merseyside,,O.01,Merseyrail,London North Western,," 	237,826 "," 	473,208 "," 	255,050 "," 	966,084 "," 	982,592 ", 	14 , 	577 , 	560 ,0,0,-1.7%,,
2198,PSL,Port Sunlight,North West,Wirral,Wirral South,333660,384060,Merseyrail,,Merseyside,,O.01,Merseyrail,London North Western,," 	222,152 "," 	237,992 "," 	164,110 "," 	624,254 "," 	659,854 ",, 	776 , 	740 ,0,0,-5.4%,,
2199,SPI,Spital,North West,Wirral,Wirral South,333920,383020,Merseyrail,,Merseyside,,O.01,Merseyrail,London North Western,," 	147,352 "," 	162,998 "," 	108,796 "," 	419,146 "," 	432,778 ",, 	990 , 	956 ,0,0,-3.1%,,
2201,WKI,West Kirby,North West,Wirral,Wirral West,321340,386910,Merseyrail,,Merseyside,,O.01,Merseyrail,London North Western,," 	242,382 "," 	664,314 "," 	199,334 "," 	1,106,030 "," 	1,095,250 ",, 	513 , 	514 ,0,0,1.0%,,
2215,AUG,Aughton Park,North West,West Lancashire,West Lancashire,340790,406775,Merseyrail,,,,O.01,Merseyrail,London North Western,," 	39,066 "," 	75,314 "," 	66,164 "," 	180,544 "," 	200,604 ",," 	1,445 "," 	1,381 ",0,0,-10.0%,,
2217,BKC,Birkenhead Central,North West,Wirral,Birkenhead,332205,388427,Merseyrail,BIRKENHEAD BR,Merseyside,,O.01,Merseyrail,London North Western,," 	268,972 "," 	382,584 "," 	240,378 "," 	891,934 "," 	933,834 ",, 	604 , 	583 ,0,0,-4.5%,,
2218,GNL,Green Lane,North West,Wirral,Birkenhead,332490,387860,Merseyrail,,Merseyside,,O.01,Merseyrail,London North Western,," 	172,664 "," 	101,960 "," 	97,280 "," 	371,904 "," 	371,726 ",," 	1,054 "," 	1,040 ",0,0,0.0%,,
2219,BKQ,Birkenhead Hamilton Square,North West,Wirral,Birkenhead,332690,389130,Merseyrail,BIRKENHEAD BR,Merseyside,,O.01,Merseyrail,London North Western,," 	537,048 "," 	802,628 "," 	612,770 "," 	1,952,446 "," 	1,940,846 "," 	145,981 ", 	299 , 	297 ,0,0,0.6%,,
2220,BKP,Birkenhead Park,North West,Wirral,Birkenhead,331004,389456,Merseyrail,BIRKENHEAD BR,Merseyside,,O.01,Merseyrail,London North Western,," 	240,912 "," 	252,030 "," 	170,758 "," 	663,700 "," 	692,454 ",, 	744 , 	720 ,0,0,-4.2%,,
2222,BYN,Bryn,North West,Wigan,Makerfield,357165,400547,Northern,,Greater Manchester,,H.33,Edge Hill - Manchester Victoria (via Earlestown) / Wigan,London North Western,," 	54,870 "," 	66,796 "," 	31,606 "," 	153,272 "," 	154,298 ",," 	1,529 "," 	1,517 ",0,0,-0.7%,,
2225,CSG,Cressington,North West,Liverpool,Garston and Halewood,339400,385040,Merseyrail,,Merseyside,,O.01,Merseyrail,London North Western,," 	111,408 "," 	150,964 "," 	254,736 "," 	517,108 "," 	490,986 ",, 	869 , 	896 ,0,0,5.3%,,
2226,MRF,Moorfields,North West,Liverpool,"Liverpool, Riverside",334340,390650,Merseyrail,LIVERPOOL BR,Merseyside,,O.01,Merseyrail,London North Western,," 	1,599,406 "," 	3,937,312 "," 	1,829,548 "," 	7,366,266 "," 	7,173,567 "," 	477,073 ", 	67 , 	69 ,0,0,2.7%,,
2227,ECL,Eccleston Park,North West,St. Helens,St. Helens South and Whiston,348270,392950,Northern,,Merseyside,,H.33,Edge Hill - Manchester Victoria (via Earlestown) / Wigan,London North Western,," 	30,662 "," 	73,408 "," 	22,548 "," 	126,618 "," 	123,802 ",," 	1,611 "," 	1,615 ",0,0,2.3%,,
2229,HLR,Hall Road,North West,Sefton,Sefton Central,330468,400600,Merseyrail,,Merseyside,,O.01,Merseyrail,London North Western,," 	38,074 "," 	174,582 "," 	53,952 "," 	266,608 "," 	263,248 ",," 	1,243 "," 	1,239 ",0,0,1.3%,,
2230,HTF,Hartford,North West,Cheshire West and Chester,Weaver Vale,363150,371780,West Midlands Trains,,,,N.04,Crewe - Preston,London North Western,," 	101,940 "," 	161,612 "," 	27,060 "," 	290,612 "," 	281,584 ",," 	1,200 "," 	1,207 ",0,0,3.2%,,
2231,HIL,Hillside,North West,Sefton,Southport,332320,414440,Merseyrail,,Merseyside,,O.01,Merseyrail,London North Western,," 	159,214 "," 	284,720 "," 	195,062 "," 	638,996 "," 	535,374 ",, 	765 , 	845 ,1,0,19.4%,Nearby Royal Birkdale Golf Club hosted the 2017 Open Golf tournament,
